Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Aviom India Housing Finance,Finance,Series A to Series H,2190000.0,New Delhi,2018,Finance $ Banking
GenRobotic,Market Research,Early Stage,0.0,Trivandrum,2018,E-Commerce & Marketplace
HeyHolidays,Tourism,Early Stage,1000000.0,Bangalore,2018,Other
Pratilipi,Digital Media,Series A to Series H,4300000.0,Bengaluru,2018,Other
SectorQube,Consumer Electronics,Early Stage,0.0,Ernakulam,2018,Other
Food Memories,Food and Beverage,Early Stage,0.0,Ahmedabad,2018,Food & Agriculture
ZAMROO,Internet,Early Stage,0.0,India,2018,Technology
Silversparro Technologies Pvt. Ltd,Analytics,Early Stage,300000.0,Gurgaon,2018,Other
Creator’s Gurukul,Facilities Support Services,Angel and Grants,0.0,Gurgaon,2018,Consulting & Services
Emflux Motors,Automotive,Early Stage,364846.0,Bengaluru,2018,Autommotive $ Transportation
Tricog Health Services Pvt Ltd,Health Care,Series A to Series H,4000000.0,Bangalore,2018,Healthcare
Scapic,Cloud Computing,Early Stage,500000.0,Bangalore,2018,Other
6Degree,Fashion,Early Stage,400000.0,Mumbai,2018,Other
Chrysalis (EZ Vidya),Education,Early Stage,0.0,Chennai,2018,Other
Ekincare,Medical,Series A to Series H,1500000.0,Hyderabad,2018,Healthcare
Streo,Music Streaming,Early Stage,0.0,Gurgaon,2018,Other
Groww,Finance,Early Stage,120000.0,Kormangala,2018,Finance $ Banking
Cell Propulsion,unknown,Early Stage,102200.0,Bangalore,2018,Other
Chezuba,Internet,Angel and Grants,20440.0,Hyderabad,2018,Technology
Ontrack Technologies Pvt. Ltd,Retail,Early Stage,0.0,Bangalore,2018,Other
Wealthtrust,Finance,Early Stage,500000.0,Mumbai,2018,Finance $ Banking
Faclon Labs,Cloud Computing,Early Stage,0.0,Mumbai,2018,Other
Awign Enterprises,Business Development,Early Stage,730000.0,Bangalore,2018,Other
CollPoll,Education,Early Stage,0.0,Bangalore,2018,Other
Zyla Health,Health Care,Early Stage,0.0,New Delhi,2018,Healthcare
Hubhopper,Internet,Series A to Series H,500000.0,Delhi,2018,Technology
Rubix108 Technologies,Information Technology,Early Stage,1000000.0,Pune,2018,Technology
Workflexi,Human Resources,Early Stage,146000.0,Bangalore,2018,Other
Streak,Financial Services,Early Stage,328500.0,Bangalore,2018,Consulting & Services
Kuants,Financial Services,Early Stage,73000.0,Gurgaon,2018,Consulting & Services
NiYO Solutions,Finance,Series A to Series H,13200000.0,Bangalore,2018,Finance $ Banking
Hippo Video,Customer Service,Early Stage,0.0,Chennai,2018,Other
Satvacart,E-Commerce,Early Stage,0.0,Gurgaon,2018,E-Commerce & Marketplace
Daaki,Health Care,Angel and Grants,0.0,Bangalore,2018,Healthcare
Simulanis,Training,Early Stage,500000.0,New Delhi,2018,Other
MY CHIRAAG CAB,Travel,Early Stage,1000000.0,Jaipur,2018,Other
WOTU,Food and Beverage,Early Stage,0.0,Bangalore,2018,Food & Agriculture
Flathalt,unknown,Angel and Grants,50000.0,Gurgaon,2018,Other
True Elements,Dietary Supplements,Early Stage,730000.0,Pune,2018,Other
Trendlyne Technologies,Financial Services,Early Stage,200000.0,Bangalore,2018,Consulting & Services
Planys Technologies,Manufacturing,Series A to Series H,2046920.0,Chennai,2018,Other
HealthPlix,Fitness,Series A to Series H,3000000.0,Bangalore,2018,Other
dishq,unknown,Early Stage,400000.0,Bengaluru,2018,Other
Entropik Technology,Artificial Intelligence,Early Stage,1100000.0,Bengaluru,2018,Other
myHQ,Collaboration,Series A to Series H,500000.0,Delhi,2018,Other
Trell,unknown,Early Stage,1250000.0,Bangalore City,2018,Other
Kidovators (by GyanLab),Big Data,Early Stage,180000.0,Bangalore,2018,Other
Log 9 Materials,Nanotechnology,Early Stage,438000.0,Uttar Pradesh,2018,Technology
VTION,Analytics,Early Stage,280320.0,Gurgaon,2018,Other
HousingMan.com,unknown,Early Stage,1503800.0,Bengaluru,2018,Other
Steradian Semiconductors,unknown,Early Stage,0.0,Bangalore,2018,Other
RupeeCircle,Financial Services,Early Stage,584000.0,Mumbai,2018,Consulting & Services
Wooden Street,E-Commerce,Series A to Series H,1000000.0,Jaipur,2018,E-Commerce & Marketplace
The Ken,Digital Media,Series A to Series H,1500000.0,Bengaluru,2018,Other
SaffronStays,unknown,Early Stage,2000000.0,Mumbai,2018,Other
Vebbler,File Sharing,Early Stage,0.0,Bengaluru,2018,Other
Foyr,Home Decor,Series A to Series H,4200000.0,Pune,2018,Other
MEngage,Health Care,Early Stage,175000.0,Jaipur,2018,Healthcare
Inner Being Wellness,unknown,Angel and Grants,511000.0,Hyderabad,2018,Other
Kobster,E-Commerce,Early Stage,0.0,Chennai,2018,E-Commerce & Marketplace
Wishberry,Crowdfunding,Series A to Series H,1460000.0,Mumbai,2018,Other
McXtra,Finance,Early Stage,1300000.0,Andheri,2018,Finance $ Banking
Magic Crate,Children,Early Stage,0.0,Bangalore,2018,Other
SmartVizX,Software,Early Stage,1450000.0,Noida,2018,Technology
MySEODoc,unknown,Early Stage,0.0,Delhi,2018,Other
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,unknown,Early Stage,2920.0,Pune,2018,Other
Scale Labs,unknown,Early Stage,1000000.0,Delhi,2018,Other
HungerBox,B2B,Series A to Series H,4500000.0,Bengaluru,2018,Other
Biryani By Kilo,Catering,Early Stage,1000000.0,Noida,2018,Other
Wholesome Habits (EAT Anytime),Food and Beverage,Early Stage,500000.0,Mumbai,2018,Food & Agriculture
GoBumpr,Automotive,Early Stage,600000.0,Mylapore,2018,Autommotive $ Transportation
Fixpocket,Computer,Early Stage,250000.0,Ahmedabad,2018,Other
edureka!,Android,Series A to Series H,2000000.0,Bangalore,2018,Other
Hashtag Loyalty Private Limited,Analytics,Early Stage,0.0,Mumbai,2018,Other
Wow Express,Delivery,Series A to Series H,4500000.0,Mumbai,2018,Other
ZunRoof,Environmental Consulting,Angel and Grants,242360.0,Gurgaon,2018,Consulting & Services
Eggoz,Food and Beverage,Angel and Grants,175200.0,Indore,2018,Food & Agriculture
Sqrrl Fintech,Big Data,Early Stage,1000000.0,Gurgaon,2018,Other
GalaxyCard,Finance,Early Stage,0.0,Noida,2018,Finance $ Banking
IndiQube,Commercial Real Estate,Series A to Series H,15000000.0,Bengaluru,2018,Real Estate $ Property
EGK Foods,Food and Beverage,Early Stage,292000.0,Mumbai,2018,Food & Agriculture
NirogStreet,Apps,Early Stage,300000.0,Gurgaon,2018,Other
Pixr8,Digital Media,Early Stage,50000.0,Ghaziabad,2018,Other
Nivesh.com,Finance,Early Stage,438000.0,Noida,2018,Finance $ Banking
Theranosis Life Sciences,Biotechnology,Early Stage,0.0,Hyderabad,2018,Technology
Poshmiles Online Solutions Private Limited,Travel,Early Stage,0.0,Bengaluru,2018,Other
Reculta,Education,Early Stage,0.0,Noida,2018,Other
Orbo.ai,Internet,Early Stage,0.0,Mumbai,2018,Technology
Inntot Technologies,Consumer Electronics,Early Stage,0.0,Kochi,2018,Other
Zoctr Health,Apps,Early Stage,0.0,Powai,2018,Other
Hey Deedee,Delivery Service,Early Stage,481800.0,Mumbai,2018,Other
DigiConnectt Technologys,Information Services,Early Stage,125000.0,Bengaluru,2018,Consulting & Services
Locus.sh,Big Data,Series A to Series H,4000000.0,Bangalore,2018,Other
Sports Flashes Pvt. Ltd,Basketball,Early Stage,1000000.0,New Delhi,2018,Other
Inc42,Media and Entertainment,Early Stage,0.0,New Delhi,2018,Other
Picxy,Internet,Early Stage,130000.0,Guntur,2018,Technology
Huddle,Consulting,Early Stage,300000.0,Haryana,2018,Consulting & Services
Benepik,Human Resources,Early Stage,0.0,Gurgaon,2018,Other
Cash Suvidha,Finance,Early Stage,1000000.0,New Delhi,2018,Finance $ Banking
Smartcoin,Big Data,Early Stage,2000000.0,Bangalore,2018,Other
Carmel Organics,Agriculture,Series A to Series H,0.0,Indore,2018,Food & Agriculture
Roadcast,unknown,Angel and Grants,250000.0,New Delhi,2018,Other
Printline Media(ThePrint),Digital Media,Early Stage,509540.0,New Delhi,2018,Other
Creditas Solutions,Financial Services,Early Stage,0.0,Gurgaon,2018,Consulting & Services
UrbanPiper,Software,Early Stage,0.0,Bengaluru,2018,Technology
Doxper,Health Care,Early Stage,1051200.0,Mumbai,2018,Healthcare
i2ifunding,Crowdfunding,Angel and Grants,730000.0,Noida,2018,Other
ShakeDeal,B2B,Early Stage,0.0,Bangalore,2018,Other
HelloVerify,Fraud Detection,Early Stage,0.0,Noida,2018,Other
Fasal,Agriculture,Early Stage,120000.0,Bengaluru,2018,Food & Agriculture
CoinGeto,Cryptocurrency,Early Stage,1752000.0,Delhi,2018,Other
Avail Finance,Finance,Series A to Series H,17200000.0,Bangalore,2018,Finance $ Banking
Tripeur,Information Technology,Early Stage,600000.0,Bengaluru,2018,Technology
Wedeterna,Wedding,Angel and Grants,0.0,Bangalore,2018,Other
Stumagz,Digital Media,Early Stage,0.0,Hyderabad,2018,Other
Doubtnut,E-Learning,Early Stage,511000.0,Gurgaon,2018,Other
MCaffeine,Consumer Goods,Early Stage,467200.0,Mumbai,2018,Other
TrustCheckr,Information Technology,Angel and Grants,100000.0,Bengaluru,2018,Technology
HealthAssure,Fitness,Early Stage,1000000.0,Mumbai,2018,Other
Picture TIme,Digital Entertainment,Early Stage,3650000.0,New Delhi,2018,Other
1Crowd,Crowdsourcing,Angel and Grants,3500000.0,Mumbai,2018,Other
Aarav Unmanned Systems,Delivery,Early Stage,0.0,Bangalore,2018,Other
Wellthy Therapeutics Pvt Ltd,Health Care,Early Stage,1971000.0,Mumbai,2018,Healthcare
Nua,Consumer Goods,Early Stage,0.0,Mumbai,2018,Other
Kuvera.in,Financial Services,Angel and Grants,250000.0,Bangalore,2018,Consulting & Services
Livehealth,Health Care,Early Stage,1100000.0,Pune,2018,Healthcare
Gramophone,Farming,Early Stage,1000000.0,Indore,2018,Other
Ora,Business Travel,Early Stage,0.0,Kolkata,2018,Other
Buddy4Study.com,Career Planning,Series A to Series H,3000000.0,Noida,2018,Other
Predible Health,Medical Device,Early Stage,0.0,Bangalore,2018,Healthcare
Syncremedies Healthcare Pvt Ltd,Alternative Medicine,Early Stage,0.0,Bangalore,2018,Other
Blueleaf Cyberspace Systems,Internet,Early Stage,0.0,Bangalore,2018,Technology
Toffee,unknown,Early Stage,1500000.0,Gurgaon,2018,Other
ORO Wealth,unknown,Series A to Series H,1600000.0,Mumbai,2018,Other
HealWell24,Dental,Early Stage,200000.0,Mumbai,2018,Other
Acko General Insurance,Financial Services,Series A to Series H,12000000.0,Mumbai,2018,Consulting & Services
arzooo.com,Consumer Electronics,Early Stage,219000.0,Bangalore,2018,Other
Bonphul Air Products,CleanTech,Angel and Grants,292000.0,Delhi,2018,Technology
DheeYantra Research Labs,Artificial Intelligence,Early Stage,0.0,Bangalore,2018,Other
Edyoo,Education,Early Stage,1000000.0,Bengaluru,2018,Other
Chtrbox,Advertising,Angel and Grants,146000.0,Mumbai,2018,Other
Aashiyaan Housing and Development Finance,Financial Services,Early Stage,1971000.0,Kolkata,2018,Consulting & Services
BetterPlace Safety Solutions Pvt. Ltd.,Human Resources,Series A to Series H,3000000.0,Bangalore City,2018,Other
Cashkumar,Consumer Lending,Early Stage,730000.0,Bengaluru,2018,Other
Rocketium,Marketing,Early Stage,292000.0,Bangalore,2018,E-Commerce & Marketplace
FreightBazaar,Transportation,Early Stage,0.0,Hyderabad,2018,Autommotive $ Transportation
OPEN,Banking,Early Stage,0.0,Bangalore,2018,Finance $ Banking
mfine,Health Care,Series A to Series H,4200000.0,Bengaluru,2018,Healthcare
Earth Food,Food and Beverage,Early Stage,934400.0,Pune,2018,Food & Agriculture
Charcoal Eats,Food Processing,Early Stage,730000.0,Mumbai,2018,Food & Agriculture
Wishfie,Apps,Early Stage,0.0,Bangalore,2018,Other
The Social Hook,Marketing,Early Stage,0.0,Bengaluru,2018,E-Commerce & Marketplace
FreightBro,Apps,Early Stage,0.0,Mumbai,2018,Other
Finwego,unknown,Early Stage,0.0,Chennai,2018,Other
Cricnwin,Digital Entertainment,Early Stage,0.0,Gurgaon,2018,Other
Wicked Ride Adventure Services Private Limited,Automotive,unknown,10000000.0,Bangalore,2018,Autommotive $ Transportation
Career Anna,Commercial,Early Stage,584000.0,Bangalore,2018,Other
ERUDITUS Executive Education,Continuing Education,Series A to Series H,40000000.0,Mumbai,2018,Other
Gaia Smart Cities,Smart Cities,Early Stage,0.0,Mumbai,2018,Other
Square Off,Internet of Things,Early Stage,1100000.0,Mumbai,2018,Technology
UrbanClap,Apps,Series A to Series H,50000000.0,Delhi,2018,Other
Hospals,Medical,Early Stage,1500000.0,New Delhi,2018,Healthcare
Kogta Financial India Limited,Financial Services,Series A to Series H,22484000.0,Jaipur,2018,Consulting & Services
Perspectico,Career Planning,Early Stage,0.0,New Delhi,2018,Other
The Souled Store,Fashion,unknown,3000000.0,Mumbai,2018,Other
Hush - Speak Up. Make Work Better,Communities,Early Stage,657000.0,Bangalore,2018,Other
Drivezy,Automotive,Later Stage,100000000.0,Bengaluru,2018,Autommotive $ Transportation
Freyr Energy,Energy,Series A to Series H,1500000.0,Hyderabad,2018,Other
NIRAMAI Health Analytix,Health Care,Early Stage,6000000.0,Bangalore,2018,Healthcare
CloudSek,Information Technology,Early Stage,2044000.0,Bengaluru,2018,Technology
Lendbox,Crowdfunding,Early Stage,876000.0,Delhi,2018,Other
Verloop,Customer Service,Series A to Series H,3000000.0,Bangalore,2018,Other
Flickstree,Advertising,Early Stage,0.0,Mumbai,2018,Other
Paymatrix,Credit Cards,Early Stage,100000.0,Hyderabad,2018,Finance $ Banking
Idha Skin Clinic,Beauty,Early Stage,73000.0,Bangalore City,2018,Other
InCred,Banking,Later Stage,41900000.0,Mumbai,2018,Finance $ Banking
Vedantu,EdTech,Series A to Series H,11000000.0,Bangalore,2018,Technology
Sportido,Social Media,Early Stage,0.0,Noida,2018,Other
Stelis Biopharma,Biopharma,Series A to Series H,100000000.0,Bangalore,2018,Other
Magicpin,E-Commerce,Series A to Series H,20586000.0,Gurgaon,2018,E-Commerce & Marketplace
Try & Buy,E-Commerce,Early Stage,0.0,New Delhi,2018,E-Commerce & Marketplace
Mech Mocha,Digital Entertainment,Series A to Series H,3530000.0,Bangalore,2018,Other
Aye Finance,Finance,Later Stage,1051200.0,Gurgaon,2018,Finance $ Banking
Aldopay,Mobile Payments,Early Stage,200000.0,Chennai,2018,Other
Detect Technologies,Artificial Intelligence,Series A to Series H,3300000.0,Chennai,2018,Other
Signzy,Computer,Series A to Series H,3504000.0,Bangalore,2018,Other
CashRich,Apps,Early Stage,1000000.0,Mumbai,2018,Other
Cloudnine Hospitals,Child Care,Later Stage,0.0,Bangalore,2018,Other
CropIn Technologies,Agriculture,Series A to Series H,8468000.0,Bengaluru,2018,Food & Agriculture
Billdesk,Finance,unknown,0.0,Ahmedabad,2018,Finance $ Banking
Yaantra,Information Services,Later Stage,2000000.0,Delhi,2018,Consulting & Services
TECHBOOZE,Education,Early Stage,100000.0,New Delhi,2018,Other
HealthifyMe,Apps,Series A to Series H,6000000.0,Bangalore,2018,Other
hoi foods,Food and Beverage,Early Stage,525600.0,Gurgaon,2018,Food & Agriculture
Perpule,Apps,Series A to Series H,4964000.0,Bangalore,2018,Other
Royal Sundaram General Insurance Co. Limited,Health Insurance,Later Stage,210000000.0,Kalpakkam,2018,Finance $ Banking
CleanseCar,Automotive,Angel and Grants,511000.0,Bangalore,2018,Autommotive $ Transportation
DRIVEU,Rental,unknown,1022000.0,Bengaluru,2018,Other
Spinny,E-Commerce,Series A to Series H,11000000.0,Gurgaon,2018,E-Commerce & Marketplace
Asset Reconstruction Company (India) Ltd.,Financial Services,Later Stage,0.0,Mumbai,2018,Consulting & Services
Med365 Healthcare,Health Diagnostics,Early Stage,730000.0,Jaipur,2018,Healthcare
Dunzo,Customer Service,Later Stage,1022000.0,Bangalore,2018,Other
Mobile Premier League (MPL),Gaming,Series A to Series H,5000000.0,Bengaluru,2018,Other
WalMart India,Retail,unknown,37680000.0,Gurgaon,2018,Other
Cred,unknown,Early Stage,0.0,Bengaluru,2018,Other
Meesho,E-Commerce,Series A to Series H,50000000.0,Bangalore,2018,E-Commerce & Marketplace
BhaskarGuru,Search Engine,Early Stage,1000000.0,Bhopal,2018,Other
Gugu,Battery,Early Stage,250000.0,Coimbatore,2018,Other
FarmTaaza,Agriculture,Series A to Series H,0.0,Bengaluru,2018,Food & Agriculture
Vizzbee,Artificial Intelligence,Early Stage,20000.0,Bhopal,2018,Other
BIGPHI TECHNOLOGIES PVT. LTD.,Fashion,Angel and Grants,900000.0,Bangalore,2018,Other
Mobycy,Fitness,Angel and Grants,0.0,Gurgaon,2018,Other
Traveo Soft Pvt. Ltd.,Mobile,unknown,17520.0,Bangalore,2018,Other
Em Personal Care,Cosmetics,Early Stage,0.0,Worli,2018,Other
Lucideus,Consulting,unknown,5000000.0,New Delhi,2018,Consulting & Services
Eupheus Learning,E-Learning,Early Stage,0.0,Delhi,2018,Other
GamingMonk,eSports,Series A to Series H,584000.0,New Delhi,2018,Other
Sukkhi Jewellery,Fashion,unknown,7446000.0,Mumbai,2018,Other
INDwealth,Financial Services,Early Stage,32120000.0,Gurgaon,2018,Consulting & Services
Medikabazaar,B2B,Series A to Series H,5000000.0,Mumbai,2018,Other
NIRA,Credit,Early Stage,1000000.0,Bangalore,2018,Finance $ Banking
Duroflex Pvt. Ltd.,Consumer Goods,Later Stage,22000000.0,Alleppey,2018,Other
Clensta,Biotechnology,Early Stage,0.0,New Delhi,2018,Technology
Jetbrain Robotics,Health Care,Early Stage,70000.0,Gurgaon,2018,Healthcare
Medimetry,Health Care,Early Stage,0.0,Haryana,2018,Healthcare
Healthkart,E-Commerce,unknown,10000000.0,Gurgaon,2018,E-Commerce & Marketplace
Indiabulls Ventures,Financial Services,Later Stage,224723200.0,Mumbai,2018,Consulting & Services
Vistara,Aerospace,Later Stage,292000000.0,Haryana,2018,Other
ClearTax,Accounting,Series A to Series H,58400000.0,New Delhi,2018,Finance $ Banking
Shuttl,Apps,Later Stage,1000000.0,Gurgaon,2018,Other
GuruQ,Reading Apps,Early Stage,365000.0,New Delhi,2018,Other
Azure Power,Energy,Later Stage,185000000.0,New Delhi,2018,Other
Cube,Banking,Series A to Series H,2044000.0,Mumbai,2018,Finance $ Banking
RAHI Care,Health Care,unknown,0.0,Chandigarh,2018,Healthcare
Mynvax,Biotechnology,Angel and Grants,0.0,Bangalore,2018,Technology
Loans4SME,Financial Services,Early Stage,0.0,Mumbai,2018,Consulting & Services
UpCyclersLab,Apps,Early Stage,0.0,Mumbai,2018,Other
Cellerite Systems,Electric Vehicle,Early Stage,0.0,Hyderabad,2018,Other
Taru Naturals,Agriculture,Early Stage,0.0,Mumbai,2018,Food & Agriculture
LetsMD,Fitness,Early Stage,1000000.0,New Delhi,2018,Other
Twenty Two Motors,Automotive,Later Stage,65000000.0,Haryana,2018,Autommotive $ Transportation
Truebil,Automotive,Series A to Series H,2000000.0,Mumbai,2018,Autommotive $ Transportation
FarmersFZ,Agriculture,Early Stage,0.0,Kochi,2018,Food & Agriculture
Worxogo,Information Technology,Series A to Series H,2409000.0,Bangalore,2018,Technology
Vivish Technologies (myGate),Apps,Series A to Series H,9490000.0,Bengaluru,2018,Other
Singularity Dynamics,Artificial Intelligence,Early Stage,0.0,Bengaluru,2018,Other
Virtual MetalStreet(MetalStreet),B2B,Angel and Grants,700000.0,Bengaluru,2018,Other
Veritas Finance,Financial Services,unknown,30000000.0,Guindy,2018,Consulting & Services
Manjushree Technopack,Packaging Services,Later Stage,0.0,Bangalore,2018,Consulting & Services
GoZefo,Computer,unknown,3066000.0,Bangalore,2018,Other
Zomato,Food Delivery,Later Stage,210000000.0,Gurgaon,2018,Food & Agriculture
Innov8 Coworking,Collaboration,Early Stage,4000000.0,New Delhi,2018,Other
RevFin,Accounting,Early Stage,0.0,Delhi,2018,Finance $ Banking
Lavelle Networks,Cloud Computing,unknown,292000.0,Bengaluru,2018,Other
Blackbuck,Information Services,Series A to Series H,29632160.0,Bengaluru,2018,Consulting & Services
Cardekho,Automotive,Series A to Series H,75000000.0,Gurgaon,2018,Autommotive $ Transportation
ElasticRun,Delivery,Series A to Series H,8760000.0,Pune,2018,Other
Droom Technology Private Limited,Automotive,Series A to Series H,30000000.0,Gurgaon,2018,Autommotive $ Transportation
Vogo Rentals,Last Mile Transportation,Later Stage,1168000.0,Kormangala,2018,Autommotive $ Transportation
InnerChef,Cooking,unknown,1760000.0,Gurgaon,2018,Other
LivQuik,FinTech,Later Stage,2700000.0,Mumbai,2018,Technology
Disprz,E-Learning,Later Stage,400000.0,Chennai,2018,Other
9stacks,Online Games,Series A to Series H,4088000.0,Delhi,2018,Other
Origo,unknown,unknown,11680000.0,Gurgaon,2018,Other
YourOwnROOM,Online Portals,Early Stage,750000.0,Bangalore,2018,Other
Vahdam Teas,E-Commerce,Series A to Series H,2500000.0,New Delhi,2018,E-Commerce & Marketplace
Spoofin,Music,unknown,0.0,New Delhi,2018,Other
Strom Motors,Automotive,Angel and Grants,0.0,Mumbai,2018,Autommotive $ Transportation
PharmEasy,Health Care,Series A to Series H,80000000.0,Mumbai,2018,Healthcare
Licious,Delivery Service,Series A to Series H,25000000.0,Bengaluru,2018,Other
Stanza Living,Hospitality,unknown,10658000.0,New Delhi,2018,Other
docturnal,Biotechnology,Early Stage,0.0,Hyderabad,2018,Technology
Bounce (Metro Bikes),Autonomous Vehicles,Later Stage,3000000.0,Bangalore,2018,Autommotive $ Transportation
Technology 9 Labs (T9L),Information Technology,Later Stage,0.0,New Delhi,2018,Technology
Goals101,Financial Services,Early Stage,3500000.0,Delhi,2018,Consulting & Services
Satya MicroCapital,Finance,unknown,5840000.0,New Delhi,2018,Finance $ Banking
Ummeed Housing Finance Private Limited,Finance,Series A to Series H,8760000.0,Haryana,2018,Finance $ Banking
StockEdge,Analytics,Early Stage,1100000.0,Kolkata,2018,Other
